I	J	ILEN	JLEN	MATCH	NGAPS	NALIG	NIDENT	%IDENT	NAS	NASAL	NRANS	RMEAN	STDEV	SCORE	PWMATCH
d2bhga1/1-199	d3tjoa_/1-211	199	211	769.00	4	196	31	15.82	392.35	367.86	100	724.07	15.02	2.99	12075
d2bhga1/1-199	d2psxa_/1-227	199	227	735.00	9	199	33	16.58	369.35	315.08	100	718.15	15.36	1.10	12076
d2bhga1/1-199	d2qy0b_/1-240	199	240	753.00	9	199	41	20.60	378.39	324.12	100	740.88	16.20	0.75	12077
d2bhga1/1-199	d3govb_/1-251	199	251	794.00	10	199	41	20.60	398.99	338.69	100	743.44	15.65	3.23	12078
d2bhga1/1-199	d3qzra_/1-180	199	180	767.00	7	174	40	22.99	440.80	392.53	100	657.91	13.74	7.94	12079
d2bhga1/1-199	d4fvda_/1-138	199	138	583.00	7	136	39	28.68	428.68	366.91	100	532.08	12.37	4.12	12080
d2bhga1/1-199	d2q6fa_/1-301	199	301	774.00	10	199	35	17.59	388.94	328.64	100	783.64	14.68	-0.66	12081
d2bhga1/1-199	d2ouaa_/1-188	199	188	706.00	5	184	31	16.85	383.70	351.09	100	683.17	14.84	1.54	12082
d2bhga1/1-199	d3h7oa_/1-228	199	228	744.00	8	195	37	18.97	381.54	332.31	100	731.28	15.27	0.83	12083
d2bhga1/1-199	d3h7ta_/1-235	199	235	763.00	8	195	37	18.97	391.28	342.05	100	744.97	15.37	1.17	12084
d2bhga1/1-199	d2as9a_/1-207	199	207	760.00	9	190	39	20.53	400.00	343.16	100	712.81	14.42	3.27	12085
d2bhga1/1-199	d2vida_/1-204	199	204	745.00	6	187	36	19.25	398.40	359.89	100	711.27	17.45	1.93	12086
d2bhga1/1-199	d3ufaa_/1-200	199	200	750.00	6	189	37	19.58	396.83	358.73	100	708.17	15.18	2.76	12087
d2bhga1/1-199	d2pfea_/1-186	199	186	685.00	9	180	30	16.67	380.56	320.56	100	675.17	14.79	0.66	12088
d2bhga1/1-199	d3mmga_/1-217	199	217	729.00	9	192	29	15.10	379.69	323.44	100	716.52	15.19	0.82	12089
d2bhga1/1-199	d1ym0a_/1-238	199	238	769.00	9	192	42	21.88	400.52	344.27	100	746.49	16.11	1.40	12090
d3sjia_/1-179	d3q3ya_/1-181	179	181	1244.00	0	177	97	54.80	702.82	702.82	100	632.16	15.05	40.64	12091
d3sjia_/1-179	d2hala_/1-212	179	212	765.00	8	178	39	21.91	429.78	375.84	100	672.26	14.66	6.32	12092
d3sjia_/1-179	d1cqqa_/1-180	179	180	1113.00	0	177	75	42.37	628.81	628.81	100	627.13	16.48	29.49	12093
d3sjia_/1-179	d2zu2a_/1-300	179	300	699.00	8	177	28	15.82	394.92	340.68	100	712.53	14.13	-0.96	12094
d3sjia_/1-179	d3tloa_/1-302	179	302	703.00	10	179	38	21.23	392.74	325.70	100	711.86	13.02	-0.68	12095
d3sjia_/1-179	d3d23a_/1-302	179	302	720.00	10	179	47	26.26	402.23	335.20	100	710.35	12.98	0.74	12096
d3sjia_/1-179	d3tnta_/1-306	179	306	719.00	9	179	45	25.14	401.68	341.34	100	711.15	13.82	0.57	12097
d3sjia_/1-179	d1lvoa_/1-299	179	299	731.00	11	178	47	26.40	410.67	336.52	100	717.54	14.17	0.95	12098
d3sjia_/1-179	d3zvea_/1-189	179	189	1230.00	0	179	93	51.96	687.15	687.15	100	643.02	16.07	36.52	12099
d3sjia_/1-179	d4dcda_/1-184	179	184	1247.00	0	177	96	54.24	704.52	704.52	100	640.25	16.30	37.21	12100
d3sjia_/1-179	d2ea3a_/1-183	179	183	611.00	6	167	29	17.37	365.87	322.75	100	630.70	14.22	-1.39	12101
d3sjia_/1-179	d3stia_/1-228	179	228	711.00	5	179	31	17.32	397.21	363.69	100	683.08	14.34	1.95	12102
d3sjia_/1-179	d2qxia_/1-224	179	224	685.00	7	179	33	18.44	382.68	335.75	100	668.76	16.49	0.99	12103
d3sjia_/1-179	d3gylb_/1-247	179	247	687.00	9	179	32	17.88	383.80	323.46	100	678.29	14.06	0.62	12104
d3sjia_/1-179	d2oq5a_/1-232	179	232	646.00	7	179	28	15.64	360.89	313.97	100	670.83	15.12	-1.64	12105
d3sjia_/1-179	d2bdga_/1-223	179	223	678.00	8	179	35	19.55	378.77	325.14	100	665.05	14.38	0.90	12106
d3sjia_/1-179	d2asub_/1-225	179	225	666.00	5	179	30	16.76	372.07	338.55	100	665.22	14.43	0.05	12107
d3sjia_/1-179	d2odpa2/1-288	179	288	717.00	8	177	39	22.03	405.08	350.85	100	698.22	14.29	1.31	12108
d3sjia_/1-179	d2zgca_/1-231	179	231	672.00	8	177	33	18.64	379.66	325.42	100	675.11	14.03	-0.22	12109
d3sjia_/1-179	d3tjoa_/1-211	179	211	678.00	9	178	35	19.66	380.90	320.22	100	673.80	15.81	0.27	12110
d3sjia_/1-179	d2psxa_/1-227	179	227	679.00	9	177	40	22.60	383.62	322.60	100	665.09	15.99	0.87	12111
d3sjia_/1-179	d2qy0b_/1-240	179	240	679.00	4	179	27	15.08	379.33	352.51	100	679.18	16.12	-0.01	12112
d3sjia_/1-179	d3govb_/1-251	179	251	701.00	6	175	34	19.43	400.57	359.43	100	683.16	14.44	1.24	12113
d3sjia_/1-179	d3qzra_/1-180	179	180	1594.00	0	177	165	93.22	900.56	900.56	100	632.15	14.86	64.72	12114
d3sjia_/1-179	d4fvda_/1-138	179	138	562.00	6	134	28	20.90	419.40	365.67	100	518.56	13.53	3.21	12115
d3sjia_/1-179	d2q6fa_/1-301	179	301	707.00	8	178	37	20.79	397.19	343.26	100	710.87	13.86	-0.28	12116
d3sjia_/1-179	d2ouaa_/1-188	179	188	628.00	6	171	29	16.96	367.25	325.15	100	639.93	17.21	-0.69	12117
d3sjia_/1-179	d3h7oa_/1-228	179	228	693.00	8	177	33	18.64	391.53	337.29	100	672.98	14.99	1.34	12118
d3sjia_/1-179	d3h7ta_/1-235	179	235	681.00	6	179	27	15.08	380.45	340.22	100	682.62	14.21	-0.11	12119
d3sjia_/1-179	d2as9a_/1-207	179	207	682.00	7	171	27	15.79	398.83	349.71	100	662.89	15.93	1.20	12120
d3sjia_/1-179	d2vida_/1-204	179	204	703.00	5	171	34	19.88	411.11	376.02	100	660.97	13.45	3.13	12121
d3sjia_/1-179	d3ufaa_/1-200	179	200	683.00	7	174	32	18.39	392.53	344.25	100	661.16	14.05	1.55	12122
d3sjia_/1-179	d2pfea_/1-186	179	186	640.00	5	173	25	14.45	369.94	335.26	100	631.96	14.49	0.55	12123
d3sjia_/1-179	d3mmga_/1-217	179	217	696.00	9	172	39	22.67	404.65	341.86	100	665.25	15.67	1.96	12124
d3sjia_/1-179	d1ym0a_/1-238	179	238	715.00	7	179	36	20.11	399.44	352.51	100	677.85	12.86	2.89	12125
d3q3ya_/1-181	d2hala_/1-212	181	212	773.00	9	179	46	25.70	431.84	371.51	100	677.83	17.30	5.50	12126
d3q3ya_/1-181	d1cqqa_/1-180	181	180	1162.00	0	180	87	48.33	645.56	645.56	100	631.75	15.57	34.06	12127
d3q3ya_/1-181	d2zu2a_/1-300	181	300	735.00	9	180	40	22.22	408.33	348.33	100	721.22	14.98	0.92	12128
d3q3ya_/1-181	d3tloa_/1-302	181	302	729.00	10	179	41	22.91	407.26	340.22	100	718.69	13.68	0.75	12129
d3q3ya_/1-181	d3d23a_/1-302	181	302	738.00	8	181	39	21.55	407.73	354.70	100	714.73	13.35	1.74	12130
d3q3ya_/1-181	d3tnta_/1-306	181	306	741.00	9	180	44	24.44	411.67	351.67	100	718.98	13.59	1.62	12131
d3q3ya_/1-181	d1lvoa_/1-299	181	299	734.00	10	180	43	23.89	407.78	341.11	100	726.38	15.14	0.50	12132
d3q3ya_/1-181	d3zvea_/1-189	181	189	1359.00	0	180	121	67.22	755.00	755.00	100	644.65	15.31	46.65	12133
d3q3ya_/1-181	d4dcda_/1-184	181	184	1321.00	0	181	110	60.77	729.83	729.83	100	643.27	17.02	39.83	12134
d3q3ya_/1-181	d2ea3a_/1-183	181	183	640.00	3	169	25	14.79	378.70	357.40	100	633.20	16.26	0.42	12135
d3q3ya_/1-181	d3stia_/1-228	181	228	736.00	6	180	33	18.33	408.89	368.89	100	689.19	16.32	2.87	12136
d3q3ya_/1-181	d2qxia_/1-224	181	224	707.00	7	178	37	20.79	397.19	350.00	100	669.09	16.76	2.26	12137
d3q3ya_/1-181	d3gylb_/1-247	181	247	709.00	8	178	36	20.22	398.31	344.38	100	683.89	13.38	1.88	12138
d3q3ya_/1-181	d2oq5a_/1-232	181	232	685.00	8	181	37	20.44	378.45	325.41	100	676.34	12.22	0.71	12139
d3q3ya_/1-181	d2bdga_/1-223	181	223	696.00	3	180	31	17.22	386.67	366.67	100	670.91	15.09	1.66	12140
d3q3ya_/1-181	d2asub_/1-225	181	225	667.00	5	181	30	16.57	368.51	335.36	100	672.58	14.35	-0.39	12141
d3q3ya_/1-181	d2odpa2/1-288	181	288	705.00	8	181	38	20.99	389.50	336.46	100	703.29	13.17	0.13	12142
d3q3ya_/1-181	d2zgca_/1-231	181	231	693.00	7	177	39	22.03	391.53	344.07	100	679.36	15.66	0.87	12143
d3q3ya_/1-181	d3tjoa_/1-211	181	211	701.00	9	178	37	20.79	393.82	333.15	100	674.44	13.26	2.00	12144
d3q3ya_/1-181	d2psxa_/1-227	181	227	693.00	8	180	33	18.33	385.00	331.67	100	668.74	16.47	1.47	12145
d3q3ya_/1-181	d2qy0b_/1-240	181	240	694.00	10	176	37	21.02	394.32	326.14	100	688.15	13.60	0.43	12146
d3q3ya_/1-181	d3govb_/1-251	181	251	706.00	7	179	33	18.44	394.41	347.49	100	689.72	14.94	1.09	12147
d3q3ya_/1-181	d3qzra_/1-180	181	180	1271.00	0	180	101	56.11	706.11	706.11	100	632.56	15.85	40.29	12148
d3q3ya_/1-181	d4fvda_/1-138	181	138	568.00	5	137	26	18.98	414.60	370.80	100	519.14	12.39	3.94	12149
d3q3ya_/1-181	d2q6fa_/1-301	181	301	716.00	7	181	36	19.89	395.58	349.17	100	720.97	12.00	-0.41	12150
d3q3ya_/1-181	d2ouaa_/1-188	181	188	655.00	3	170	29	17.06	385.29	364.12	100	644.42	16.68	0.63	12151
d3q3ya_/1-181	d3h7oa_/1-228	181	228	677.00	8	179	33	18.44	378.21	324.58	100	675.14	14.76	0.13	12152
d3q3ya_/1-181	d3h7ta_/1-235	181	235	676.00	7	175	33	18.86	386.29	338.29	100	686.62	14.85	-0.72	12153
d3q3ya_/1-181	d2as9a_/1-207	181	207	722.00	8	176	37	21.02	410.23	355.68	100	669.05	14.60	3.63	12154
d3q3ya_/1-181	d2vida_/1-204	181	204	710.00	5	180	30	16.67	394.44	361.11	100	670.72	17.04	2.31	12155
d3q3ya_/1-181	d3ufaa_/1-200	181	200	702.00	8	174	38	21.84	403.45	348.28	100	667.79	14.59	2.35	12156
d3q3ya_/1-181	d2pfea_/1-186	181	186	631.00	6	169	29	17.16	373.37	330.77	100	636.46	13.90	-0.39	12157
d3q3ya_/1-181	d3mmga_/1-217	181	217	695.00	6	175	36	20.57	397.14	356.00	100	669.49	12.62	2.02	12158
d3q3ya_/1-181	d1ym0a_/1-238	181	238	737.00	8	177	44	24.86	416.38	362.15	100	683.68	14.79	3.61	12159
d2hala_/1-212	d1cqqa_/1-180	212	180	780.00	8	180	44	24.44	433.33	380.00	100	672.82	15.55	6.89	12160
d2hala_/1-212	d2zu2a_/1-300	212	300	849.00	8	205	43	20.98	414.15	367.32	100	828.81	14.82	1.36	12161
d2hala_/1-212	d3tloa_/1-302	212	302	844.00	6	206	40	19.42	409.71	374.76	100	825.80	14.39	1.26	12162
d2hala_/1-212	d3d23a_/1-302	212	302	838.00	11	209	45	21.53	400.96	337.80	100	824.72	14.48	0.92	12163
d2hala_/1-212	d3tnta_/1-306	212	306	847.00	7	205	43	20.98	413.17	372.20	100	821.34	16.61	1.54	12164
d2hala_/1-212	d1lvoa_/1-299	212	299	846.00	12	202	50	24.75	418.81	347.52	100	835.13	15.45	0.70	12165
d2hala_/1-212	d3zvea_/1-189	212	189	785.00	7	181	43	23.76	433.70	387.29	100	696.47	14.41	6.14	12166
d2hala_/1-212	d4dcda_/1-184	212	184	772.00	6	179	39	21.79	431.28	391.06	100	686.35	13.72	6.24	12167
d2hala_/1-212	d2ea3a_/1-183	212	183	682.00	7	177	36	20.34	385.31	337.85	100	676.54	15.04	0.36	12168
d2hala_/1-212	d3stia_/1-228	212	228	794.00	7	192	37	19.27	413.54	369.79	100	777.46	15.05	1.10	12169
d2hala_/1-212	d2qxia_/1-224	212	224	774.00	7	207	33	15.94	373.91	333.33	100	750.47	16.08	1.46	12170
d2hala_/1-212	d3gylb_/1-247	212	247	807.00	10	204	41	20.10	395.59	336.76	100	780.06	17.60	1.53	12171
d2hala_/1-212	d2oq5a_/1-232	212	232	805.00	4	205	35	17.07	392.68	369.27	100	757.33	14.18	3.36	12172
d2hala_/1-212	d2bdga_/1-223	212	223	778.00	7	206	37	17.96	377.67	336.89	100	753.28	17.72	1.39	12173
d2hala_/1-212	d2asub_/1-225	212	225	772.00	6	206	29	14.08	374.76	339.81	100	754.01	17.79	1.01	12174
d2hala_/1-212	d2odpa2/1-288	212	288	840.00	8	210	43	20.48	400.00	354.29	100	807.02	16.68	1.98	12175
d2hala_/1-212	d2zgca_/1-231	212	231	780.00	8	208	32	15.38	375.00	328.85	100	761.03	16.45	1.15	12176
d2hala_/1-212	d3tjoa_/1-211	212	211	745.00	12	192	44	22.92	388.02	313.02	100	754.57	17.74	-0.54	12177
d2hala_/1-212	d2psxa_/1-227	212	227	786.00	4	210	30	14.29	374.29	351.43	100	750.31	15.75	2.27	12178
d2hala_/1-212	d2qy0b_/1-240	212	240	776.00	9	205	30	14.63	378.54	325.85	100	776.82	16.83	-0.05	12179
d2hala_/1-212	d3govb_/1-251	212	251	811.00	6	211	38	18.01	384.36	350.24	100	781.65	14.29	2.05	12180
d2hala_/1-212	d3qzra_/1-180	212	180	767.00	10	178	44	24.72	430.90	363.48	100	674.29	14.16	6.55	12181
d2hala_/1-212	d4fvda_/1-138	212	138	578.00	6	138	31	22.46	418.84	366.67	100	536.49	11.74	3.54	12182
d2hala_/1-212	d2q6fa_/1-301	212	301	860.00	8	212	40	18.87	405.66	360.38	100	829.43	14.29	2.14	12183
d2hala_/1-212	d2ouaa_/1-188	212	188	700.00	5	183	32	17.49	382.51	349.73	100	690.14	14.22	0.69	12184
d2hala_/1-212	d3h7oa_/1-228	212	228	780.00	4	207	26	12.56	376.81	353.62	100	766.97	16.38	0.80	12185
d2hala_/1-212	d3h7ta_/1-235	212	235	793.00	8	212	35	16.51	374.06	328.77	100	780.66	15.67	0.79	12186
d2hala_/1-212	d2as9a_/1-207	212	207	766.00	6	194	34	17.53	394.85	357.73	100	742.84	16.13	1.44	12187
d2hala_/1-212	d2vida_/1-204	212	204	743.00	9	194	39	20.10	382.99	327.32	100	735.04	15.65	0.51	12188
d2hala_/1-212	d3ufaa_/1-200	212	200	732.00	6	190	30	15.79	385.26	347.37	100	733.32	15.25	-0.09	12189
d2hala_/1-212	d2pfea_/1-186	212	186	696.00	7	181	32	17.68	384.53	338.12	100	684.53	15.39	0.75	12190
d2hala_/1-212	d3mmga_/1-217	212	217	767.00	5	208	30	14.42	368.75	339.90	100	748.37	15.33	1.22	12191
d2hala_/1-212	d1ym0a_/1-238	212	238	804.00	8	210	37	17.62	382.86	337.14	100	776.19	18.81	1.48	12192
d1cqqa_/1-180	d2zu2a_/1-300	180	300	736.00	12	180	50	27.78	408.89	328.89	100	720.72	16.49	0.93	12193
d1cqqa_/1-180	d3tloa_/1-302	180	302	734.00	10	180	36	20.00	407.78	341.11	100	720.44	15.57	0.87	12194
d1cqqa_/1-180	d3d23a_/1-302	180	302	725.00	9	180	36	20.00	402.78	342.78	100	715.61	12.22	0.77	12195
d1cqqa_/1-180	d3tnta_/1-306	180	306	757.00	9	180	46	25.56	420.56	360.56	100	717.58	13.11	3.01	12196
d1cqqa_/1-180	d1lvoa_/1-299	180	299	737.00	11	179	40	22.35	411.73	337.99	100	724.70	14.10	0.87	12197
d1cqqa_/1-180	d3zvea_/1-189	180	189	1181.00	0	180	88	48.89	656.11	656.11	100	648.77	17.00	31.30	12198
d1cqqa_/1-180	d4dcda_/1-184	180	184	1124.00	0	180	79	43.89	624.44	624.44	100	641.58	13.34	36.15	12199
d1cqqa_/1-180	d2ea3a_/1-183	180	183	666.00	5	169	29	17.16	394.08	358.58	100	633.36	16.55	1.97	12200
d1cqqa_/1-180	d3stia_/1-228	180	228	717.00	9	176	40	22.73	407.39	346.02	100	687.84	15.17	1.92	12201
d1cqqa_/1-180	d2qxia_/1-224	180	224	703.00	6	180	29	16.11	390.56	350.56	100	668.86	15.23	2.24	12202
d1cqqa_/1-180	d3gylb_/1-247	180	247	723.00	9	177	43	24.29	408.47	347.46	100	683.53	13.67	2.89	12203
d1cqqa_/1-180	d2oq5a_/1-232	180	232	705.00	9	176	36	20.45	400.57	339.20	100	674.71	15.92	1.90	12204
d1cqqa_/1-180	d2bdga_/1-223	180	223	723.00	6	180	38	21.11	401.67	361.67	100	673.34	16.26	3.05	12205
d1cqqa_/1-180	d2asub_/1-225	180	225	675.00	6	172	34	19.77	392.44	350.58	100	667.10	14.28	0.55	12206
d1cqqa_/1-180	d2odpa2/1-288	180	288	709.00	11	180	40	22.22	393.89	320.56	100	701.89	12.59	0.56	12207
d1cqqa_/1-180	d2zgca_/1-231	180	231	695.00	12	177	43	24.29	392.66	311.30	100	671.99	13.71	1.68	12208
d1cqqa_/1-180	d3tjoa_/1-211	180	211	719.00	7	173	35	20.23	415.61	367.05	100	676.53	13.65	3.11	12209
d1cqqa_/1-180	d2psxa_/1-227	180	227	683.00	7	178	30	16.85	383.71	336.52	100	666.98	15.78	1.02	12210
d1cqqa_/1-180	d2qy0b_/1-240	180	240	699.00	7	176	34	19.32	397.16	349.43	100	687.14	13.91	0.85	12211
d1cqqa_/1-180	d3govb_/1-251	180	251	695.00	6	180	27	15.00	386.11	346.11	100	688.29	15.97	0.42	12212
d1cqqa_/1-180	d3qzra_/1-180	180	180	1147.00	0	180	79	43.89	637.22	637.22	100	629.67	16.15	32.03	12213
d1cqqa_/1-180	d4fvda_/1-138	180	138	560.00	8	136	32	23.53	411.76	341.18	100	522.13	14.81	2.56	12214
d1cqqa_/1-180	d2q6fa_/1-301	180	301	704.00	14	180	36	20.00	391.11	297.78	100	720.53	14.51	-1.14	12215
d1cqqa_/1-180	d2ouaa_/1-188	180	188	651.00	7	171	29	16.96	380.70	331.58	100	641.75	13.33	0.69	12216
d1cqqa_/1-180	d3h7oa_/1-228	180	228	704.00	8	179	34	18.99	393.30	339.66	100	676.11	15.21	1.83	12217
d1cqqa_/1-180	d3h7ta_/1-235	180	235	704.00	8	180	35	19.44	391.11	337.78	100	690.26	15.29	0.90	12218
d1cqqa_/1-180	d2as9a_/1-207	180	207	703.00	5	177	37	20.90	397.18	363.28	100	676.18	15.29	1.75	12219
d1cqqa_/1-180	d2vida_/1-204	180	204	713.00	7	173	36	20.81	412.14	363.58	100	674.49	13.41	2.87	12220
d1cqqa_/1-180	d3ufaa_/1-200	180	200	697.00	6	170	36	21.18	410.00	367.65	100	671.57	15.96	1.59	12221
d1cqqa_/1-180	d2pfea_/1-186	180	186	642.00	5	168	30	17.86	382.14	346.43	100	634.99	17.25	0.41	12222
d1cqqa_/1-180	d3mmga_/1-217	180	217	699.00	8	173	36	20.81	404.05	348.55	100	672.85	16.75	1.56	12223
d1cqqa_/1-180	d1ym0a_/1-238	180	238	714.00	7	179	41	22.91	398.88	351.96	100	685.43	16.41	1.74	12224
d2zu2a_/1-300	d3tloa_/1-302	300	302	2346.00	1	300	212	70.67	782.00	778.00	100	1068.41	19.20	66.53	12225
d2zu2a_/1-300	d3d23a_/1-302	300	302	1872.00	1	299	135	45.15	626.09	622.07	100	1058.43	20.62	39.45	12226
d2zu2a_/1-300	d3tnta_/1-306	300	306	1785.00	4	299	123	41.14	596.99	580.94	100	1057.78	22.12	32.88	12227
d2zu2a_/1-300	d1lvoa_/1-299	300	299	2178.00	0	299	182	60.87	728.43	728.43	100	1068.87	19.51	56.86	12228
d2zu2a_/1-300	d3zvea_/1-189	300	189	753.00	7	185	38	20.54	407.03	361.62	100	745.37	13.75	0.55	12229
d2zu2a_/1-300	d4dcda_/1-184	300	184	739.00	7	184	32	17.39	401.63	355.98	100	734.87	13.62	0.30	12230
d2zu2a_/1-300	d2ea3a_/1-183	300	183	742.00	7	183	35	19.13	405.46	359.56	100	740.26	15.05	0.12	12231
d2zu2a_/1-300	d3stia_/1-228	300	228	869.00	7	228	41	17.98	381.14	344.30	100	876.96	14.91	-0.53	12232
d2zu2a_/1-300	d2qxia_/1-224	300	224	855.00	8	218	40	18.35	392.20	348.17	100	847.10	14.85	0.53	12233
d2zu2a_/1-300	d3gylb_/1-247	300	247	921.00	12	241	50	20.75	382.16	322.41	100	915.66	15.70	0.34	12234
d2zu2a_/1-300	d2oq5a_/1-232	300	232	867.00	8	232	34	14.66	373.71	332.33	100	874.07	15.83	-0.45	12235
d2zu2a_/1-300	d2bdga_/1-223	300	223	873.00	9	219	41	18.72	398.63	349.32	100	854.86	17.27	1.05	12236
d2zu2a_/1-300	d2asub_/1-225	300	225	836.00	8	224	42	18.75	373.21	330.36	100	853.49	16.43	-1.06	12237
d2zu2a_/1-300	d2odpa2/1-288	300	288	1019.00	7	280	40	14.29	363.93	333.93	100	1014.64	18.74	0.23	12238
d2zu2a_/1-300	d2zgca_/1-231	300	231	891.00	12	228	50	21.93	390.79	327.63	100	866.99	16.90	1.42	12239
d2zu2a_/1-300	d3tjoa_/1-211	300	211	810.00	8	204	33	16.18	397.06	350.00	100	817.02	14.76	-0.48	12240
d2zu2a_/1-300	d2psxa_/1-227	300	227	844.00	11	221	43	19.46	381.90	322.17	100	854.57	17.78	-0.59	12241
d2zu2a_/1-300	d2qy0b_/1-240	300	240	901.00	17	236	50	21.19	381.78	295.34	100	904.61	15.75	-0.23	12242
d2zu2a_/1-300	d3govb_/1-251	300	251	937.00	11	244	42	17.21	384.02	329.92	100	924.63	17.62	0.70	12243
d2zu2a_/1-300	d3qzra_/1-180	300	180	701.00	10	179	35	19.55	391.62	324.58	100	717.17	13.66	-1.18	12244
d2zu2a_/1-300	d4fvda_/1-138	300	138	598.00	10	138	35	25.36	433.33	346.38	100	569.53	11.17	2.55	12245
d2zu2a_/1-300	d2q6fa_/1-301	300	301	1718.00	3	294	114	38.78	584.35	572.11	100	1060.52	17.73	37.09	12246
d2zu2a_/1-300	d2ouaa_/1-188	300	188	734.00	12	188	40	21.28	390.43	313.83	100	756.35	13.56	-1.65	12247
d2zu2a_/1-300	d3h7oa_/1-228	300	228	854.00	13	227	44	19.38	376.21	307.49	100	855.41	14.75	-0.10	12248
d2zu2a_/1-300	d3h7ta_/1-235	300	235	897.00	12	234	42	17.95	383.33	321.79	100	890.21	15.14	0.45	12249
d2zu2a_/1-300	d2as9a_/1-207	300	207	812.00	6	207	33	15.94	392.27	357.49	100	809.21	13.65	0.20	12250
d2zu2a_/1-300	d2vida_/1-204	300	204	812.00	5	197	35	17.77	412.18	381.73	100	806.64	15.55	0.34	12251
d2zu2a_/1-300	d3ufaa_/1-200	300	200	801.00	8	199	41	20.60	402.51	354.27	100	791.17	14.52	0.68	12252
d2zu2a_/1-300	d2pfea_/1-186	300	186	756.00	10	186	46	24.73	406.45	341.94	100	745.80	12.91	0.79	12253
d2zu2a_/1-300	d3mmga_/1-217	300	217	845.00	9	216	44	20.37	391.20	341.20	100	834.77	14.80	0.69	12254
d2zu2a_/1-300	d1ym0a_/1-238	300	238	885.00	15	224	50	22.32	395.09	314.73	100	903.15	17.79	-1.02	12255
d3tloa_/1-302	d3d23a_/1-302	302	302	1848.00	2	299	130	43.48	618.06	610.03	100	1070.77	18.43	42.16	12256
d3tloa_/1-302	d3tnta_/1-306	302	306	1831.00	4	301	133	44.19	608.31	592.36	100	1068.53	18.81	40.54	12257
d3tloa_/1-302	d1lvoa_/1-299	302	299	2162.00	1	299	180	60.20	723.08	719.06	100	1071.51	17.99	60.63	12258
d3tloa_/1-302	d3zvea_/1-189	302	189	732.00	8	189	38	20.11	387.30	336.51	100	751.84	15.59	-1.27	12259
d3tloa_/1-302	d4dcda_/1-184	302	184	722.00	10	183	40	21.86	394.54	328.96	100	735.30	14.30	-0.93	12260
d3tloa_/1-302	d2ea3a_/1-183	302	183	749.00	7	179	40	22.35	418.44	371.51	100	743.10	14.91	0.40	12261
d3tloa_/1-302	d3stia_/1-228	302	228	880.00	7	227	44	19.38	387.67	350.66	100	875.89	15.90	0.26	12262
d3tloa_/1-302	d2qxia_/1-224	302	224	843.00	13	222	46	20.72	379.73	309.46	100	852.82	16.82	-0.58	12263
d3tloa_/1-302	d3gylb_/1-247	302	247	936.00	10	238	43	18.07	393.28	342.86	100	926.71	16.54	0.56	12264
d3tloa_/1-302	d2oq5a_/1-232	302	232	876.00	10	228	42	18.42	384.21	331.58	100	878.90	16.86	-0.17	12265
d3tloa_/1-302	d2bdga_/1-223	302	223	853.00	9	223	42	18.83	382.51	334.08	100	862.56	16.31	-0.59	12266
d3tloa_/1-302	d2asub_/1-225	302	225	855.00	7	223	36	16.14	383.41	345.74	100	858.51	16.44	-0.21	12267
d3tloa_/1-302	d2odpa2/1-288	302	288	1041.00	6	281	40	14.23	370.46	344.84	100	1013.09	21.05	1.33	12268
d3tloa_/1-302	d2zgca_/1-231	302	231	887.00	8	229	42	18.34	387.34	345.41	100	871.11	16.15	0.98	12269
d3tloa_/1-302	d3tjoa_/1-211	302	211	815.00	11	209	43	20.57	389.95	326.79	100	819.42	15.56	-0.28	12270
d3tloa_/1-302	d2psxa_/1-227	302	227	858.00	11	222	45	20.27	386.49	327.03	100	859.19	15.74	-0.08	12271
d3tloa_/1-302	d2qy0b_/1-240	302	240	933.00	11	240	47	19.58	388.75	333.75	100	902.52	18.42	1.65	12272
d3tloa_/1-302	d3govb_/1-251	302	251	942.00	9	246	47	19.11	382.93	339.02	100	925.29	18.17	0.92	12273
d3tloa_/1-302	d3qzra_/1-180	302	180	709.00	11	180	40	22.22	393.89	320.56	100	716.15	13.98	-0.51	12274
d3tloa_/1-302	d4fvda_/1-138	302	138	569.00	11	138	39	28.26	412.32	316.67	100	573.63	13.27	-0.35	12275
d3tloa_/1-302	d2q6fa_/1-301	302	301	1702.00	4	294	115	39.12	578.91	562.59	100	1068.24	17.64	35.93	12276
d3tloa_/1-302	d2ouaa_/1-188	302	188	742.00	12	186	42	22.58	398.92	321.51	100	759.68	15.84	-1.12	12277
d3tloa_/1-302	d3h7oa_/1-228	302	228	856.00	9	225	41	18.22	380.44	332.44	100	862.95	17.80	-0.39	12278
d3tloa_/1-302	d3h7ta_/1-235	302	235	900.00	11	230	51	22.17	391.30	333.91	100	898.19	16.92	0.11	12279
d3tloa_/1-302	d2as9a_/1-207	302	207	816.00	8	206	35	16.99	396.12	349.51	100	808.57	13.73	0.54	12280
d3tloa_/1-302	d2vida_/1-204	302	204	833.00	12	191	59	30.89	436.13	360.73	100	803.13	14.12	2.12	12281
d3tloa_/1-302	d3ufaa_/1-200	302	200	815.00	9	199	41	20.60	409.55	355.28	100	790.48	16.01	1.53	12282
d3tloa_/1-302	d2pfea_/1-186	302	186	751.00	9	185	42	22.70	405.95	347.57	100	748.72	12.86	0.18	12283
d3tloa_/1-302	d3mmga_/1-217	302	217	853.00	9	212	44	20.75	402.36	351.42	100	837.16	14.37	1.10	12284
d3tloa_/1-302	d1ym0a_/1-238	302	238	898.00	8	234	43	18.38	383.76	342.74	100	909.02	17.10	-0.64	12285
